axis snp loading PC1 PC2 PC3 predictor correlation
1 locus_104.04 -0.0864276610634044 -0.138229095313002 -0.20881432841094 0.0184995645647314 PC2 0.20881432841094
1 locus_106.02 -0.115420650435413 0.0707638818077937 -0.673714406552667 0.391343335126993 PC2 0.673714406552667
1 locus_411.04 0.269634143105626 0.474885148949314 0.6262327115087 0.20733425536215 PC2 0.6262327115087
1 locus_1095.01 0.0240362909224259 -0.21727584793809 0.634991493313356 0.49696969644138 PC2 0.634991493313356
1 locus_1100.02 0.241963746770284 0.325361114363147 0.724732234372969 0.0744829390456925 PC2 0.724732234372969
1 locus_1198.04 -0.196825595040062 -0.573353566133505 -0.0550842212176928 -0.230126100952677 PC1 0.573353566133505
1 locus_1479.01 0.118558910072554 0.233780583939798 0.145868019881847 -0.308170276092628 PC3 0.308170276092628
1 locus_1491.03 -0.159335384812152 -0.476414687129875 0.0465252779287678 0.141581049039112 PC1 0.476414687129875
1 locus_1857.02 0.0852696058753735 0.393273584524084 -0.358814563489605 -0.452066624102187 PC3 0.452066624102187
1 locus_2223.01 0.188549900187948 0.541171142364457 0.0729729501842996 0.245818905506996 PC1 0.541171142364457
1 locus_2272.04 -0.159335384812152 -0.476414687129875 0.0465252779287677 0.141581049039112 PC1 0.476414687129875
1 locus_3102.01 0.0293511998264696 0.0384826658379811 0.107272250430056 0.093036127726225 PC2 0.107272250430056
1 locus_3357.04 -0.235251224265954 -0.588281760819246 -0.134239325692176 0.254957889404176 PC1 0.588281760819246
1 locus_3532.03 -0.244362475808493 -0.615150968182133 -0.150961902031129 0.173533606743946 PC1 0.615150968182133
1 locus_4095.04 -0.210080517181784 -0.451364182921435 -0.258342193411719 0.218551843224731 PC1 0.451364182921435
1 locus_4245.04 -0.292992865349115 -0.719398635482102 -0.250656933586034 0.0351716660397994 PC1 0.719398635482102
1 locus_4521.03 -0.168065005759023 -0.494939933272983 0.032574096679063 0.137299811743774 PC1 0.494939933272983
1 locus_4639.02 -0.208185474441349 -0.376419846588447 -0.379671924684128 0.250936512352055 PC2 0.379671924684128
1 locus_4659.02 -0.304821560084065 -0.54859739666422 -0.661124331320213 -0.113901049407956 PC2 0.661124331320213
1 locus_4832.02 -0.279288974911134 -0.790438980408867 -0.0418255518992992 0.0519575125059408 PC1 0.790438980408867
1 locus_4970.02 0.14631155000258 0.438827413531421 -0.0553187741654129 -0.178359563400086 PC1 0.438827413531421
