axis snp loading PC1 PC2 PC3 predictor correlation
1 locus_51.03 0.0830691706278838 0.121542932753202 0.641189050674841 -0.164343325559669 PC2 0.641189050674841
1 locus_104.02 0.0452639902924949 0.138229095313002 0.20881432841094 -0.0184995645647314 PC2 0.20881432841094
1 locus_106.01 0.0579011466833445 -0.0707638818077937 0.673714406552667 -0.391343335126993 PC2 0.673714406552667
1 locus_119.01 -0.0607897096442397 -0.214341698163922 -0.164606205861923 0.092640766923427 PC1 0.214341698163922
1 locus_121.03 0.108086626030311 0.507720180099879 -0.0280947785244839 -0.158053304833284 PC1 0.507720180099879
1 locus_144.04 0.131907368295826 0.530679458079865 0.27255663220237 -0.0665374024468946 PC1 0.530679458079865
1 locus_153.04 -0.138104542422142 -0.614448225451645 -0.0528522660476545 0.200682837385971 PC1 0.614448225451645
1 locus_175.03 0.169390893917921 0.743613790332167 0.250050914854189 0.010175348428513 PC1 0.743613790332167
1 locus_176.04 -0.0546674543178016 -0.328354929476908 0.358682713683994 0.338419633071674 PC2 0.358682713683994
1 locus_177.02 -0.00996711184095201 -0.255810252717115 0.659827779134035 0.208905936950073 PC2 0.659827779134035
1 locus_196.04 0.108880865252584 0.573353566133505 0.0550842212176927 0.230126100952677 PC1 0.573353566133505
1 locus_201.02 0.0609038318223361 0.297973479266804 -0.0945168225708246 -0.166495927713748 PC1 0.297973479266804
1 locus_202.01 0.125130928872027 0.373901692720438 0.737660591100335 0.172718665844673 PC2 0.737660591100335
1 locus_244.02 -0.157398229293131 -0.741261828156303 -0.165968692639169 -0.110213875979811 PC1 0.741261828156303
1 locus_389.04 0.0995056191644209 0.476414687129875 -0.0465252779287677 -0.141581049039112 PC1 0.476414687129875
1 locus_411.02 -0.135063203627737 -0.474885148949314 -0.6262327115087 -0.20733425536215 PC2 0.6262327115087
1 locus_480.02 0.101086359508631 0.327783406830666 0.522302267108733 0.127337657303011 PC2 0.522302267108733
1 locus_606.01 -0.149244026284586 -0.526041954302032 -0.634165901662951 -0.141525659961937 PC2 0.634165901662951
1 locus_1095.01 -0.0182458349637863 -0.21727584793809 0.634991493313356 0.49696969644138 PC2 0.634991493313356
1 locus_1100.02 0.119119283912195 0.325361114363147 0.724732234372969 0.0744829390456925 PC2 0.724732234372969
1 locus_1198.01 0.108880865252584 0.573353566133505 0.0550842212176927 0.230126100952677 PC1 0.573353566133505
1 locus_1202.04 0.0126170354710745 0.0278241291834347 0.130918608625614 0.0675508710695912 PC2 0.130918608625614
1 locus_1258.03 0.127914452478151 0.560343398837106 0.127400596044101 -0.0959538482183623 PC1 0.560343398837106
1 locus_1347.02 0.104136108154382 0.494939933272983 -0.032574096679063 -0.137299811743774 PC1 0.494939933272983
1 locus_1418.01 -0.0479957099455503 -0.305276748383779 0.293732451910044 0.192986655374795 PC1 0.305276748383779
1 locus_1479.01 0.0737966869626707 0.233780583939798 0.145868019881847 -0.308170276092628 PC3 0.308170276092628
1 locus_1491.03 -0.099505619164421 -0.476414687129875 0.0465252779287678 0.141581049039112 PC1 0.476414687129875
1 locus_1509.03 -0.102663613452637 -0.524346360468303 0.181507653573232 0.225314304182644 PC1 0.524346360468303
1 locus_1524.04 -0.125901687921109 -0.411482829752461 -0.354496187102825 0.303846211554223 PC1 0.411482829752461
1 locus_1551.03 -0.144217635691852 -0.709924749391578 -0.035907685086003 -0.0410592814007383 PC1 0.709924749391578
1 locus_1623.03 0.127220036089607 0.382723671121442 0.735784740565821 0.163433034648452 PC2 0.735784740565821
1 locus_1633.04 -0.0990850452683118 -0.3948341800822 -0.0712081498986055 0.28025318706943 PC1 0.3948341800822
1 locus_1716.04 -0.102577247974536 -0.491457770320741 0.0568123253932442 0.158788170555703 PC1 0.491457770320741
1 locus_1779.03 -0.103019662347469 -0.541171142364457 -0.0729729501842996 -0.245818905506996 PC1 0.541171142364457
1 locus_1781.03 -0.028664579080322 -0.102095156363292 0.0625925346950003 0.264805225600849 PC3 0.264805225600849
1 locus_1814.02 0.100364850121001 0.509628014388131 0.130794764870591 0.262858699324817 PC1 0.509628014388131
1 locus_1834.02 -0.0513437186828416 -0.211171200722591 -0.185887857213569 -0.121364827813727 PC1 0.211171200722591
1 locus_1857.03 -0.0733361337096878 -0.393273584524083 0.358814563489605 0.452066624102187 PC3 0.452066624102187
1 locus_1902.02 -0.0127884304982028 -0.260024250077956 0.279798869004977 -0.361659586832846 PC3 0.361659586832846
1 locus_1929.04 0.0251888171669415 0.145344999440508 -0.133412811024078 -0.129270941766608 PC1 0.145344999440508
1 locus_2071.03 -0.101113024247515 -0.274017293550002 -0.713496426803494 -0.212323862471204 PC2 0.713496426803494
1 locus_2081.04 -0.118185075133453 -0.435423393783458 -0.244070943728916 0.225014488376105 PC1 0.435423393783458
1 locus_2125.02 -0.0983845311511776 -0.52283812661013 -0.0594606358872831 -0.243130684302154 PC1 0.52283812661013
1 locus_2139.01 0.0995056191644209 0.476414687129875 -0.0465252779287677 -0.141581049039112 PC1 0.476414687129875
1 locus_2192.03 0.116931288362631 0.460638312365385 0.326910704132044 0.0377296862649797 PC1 0.460638312365385
1 locus_2196.02 -0.0234728212861167 -0.0931325303856026 -0.156794787732579 -0.156844030769783 PC3 0.156844030769783
1 locus_2218.01 -0.166217441988331 -0.58794393243101 -0.677864978522297 -0.120498140434348 PC2 0.677864978522297
1 locus_2223.03 -0.103019662347469 -0.541171142364457 -0.0729729501842996 -0.245818905506996 PC1 0.541171142364457
1 locus_2224.04 -0.0202317466796841 0.0753847128705293 -0.473183524853215 -0.0364717597781173 PC2 0.473183524853215
1 locus_2229.01 -0.170410273189054 -0.75344294150237 -0.228093076342323 0.00538965330616648 PC1 0.75344294150237
1 locus_2231.03 -0.189793370403623 -0.848205009722737 -0.209374064920449 0.0404069942783352 PC1 0.848205009722737
1 locus_2239.02 0.0125347875422788 0.200676160965918 -0.636454518136546 -0.451173551128085 PC2 0.636454518136546
1 locus_2245.04 -0.104050949366268 -0.320718346494584 -0.71241802298886 -0.343222683928306 PC2 0.71241802298886
1 locus_2257.02 0.12116396645829 0.342694575806411 0.768485775574627 0.174547457429638 PC2 0.768485775574627
1 locus_2260.02 -0.12286976821687 -0.355832777686522 -0.711982570059398 -0.103092481555012 PC2 0.711982570059398
1 locus_2261.04 0.00793458189420524 0.00956128270138378 0.114767700227273 0.0618775222033853 PC2 0.114767700227273
1 locus_2262.03 0.0432608372561097 0.249815178926413 -0.147782625179741 -0.0904854300780639 PC1 0.249815178926413
